|text|score
114|ничего особенного, обычная муть.|3
115|Хрень полная! Похоже на переложенный на бумагу квест. Ходят, ищут, каакие-то подсказки неимоверные. Короче, поддерживаю amam - УЖОС!|3
116|"Очередная хорошо раскрученная ""сенсация"" из серии ""А король-то голый"""|3
117|"Мне очень не понравились эти ""фантазии"" автора на тему Достоевского. Не могу не признать, что автор - мастер: яркие образы, запоминающиеся и описания... Правда, есть ляпы, вроде ""ветхозаветного Христа"". Но не это главное. Этот роман, написанный мастерски, хорошо подгаживает отношение к Федору Михайловичу, который совершенно этого не заслуживает. Эмоциональное воздействие этого произведения на читателя, на мой взгляд, не может не вызвать у него ощущение мерзости и брезгливости. Жалко, что главный герой - один из моих любимых писателей."|3
118|скучно.|3
119|Невыносимое чтение - еле-еле дочитала, и то - лучше бы я этого не делала. Книга о страхах ребенка, которое предстает перед нами в образе ужасного чудовища - зубной феи, которая толкает его на ужасные преступления и поступки. Не читайте.|3
120|Мрак! Если у вас избыток веселья - читайте.|3
121|"Ужасный роман. Возможно я просто устал от наивности Лу, прочитанной во ""Власти женщины"" и ""Наивно. Супер"". Читать этот поток сознания очень трудно. К тому же такое ощущение что главный герой - это Калибан - главный герой ""Коллекционера"" Фаулза, только молодой."|3
122|даже не смогла дочитать...|3
123|пустышка, мыльный пузырь|3
124|"Роман напоминает руководство по... использованию каждой свободной минуты на удовлетворение... м-м-м... сексуальных... потребностей или не очень ""потребностей"". Не понравилось. Впрочем, не понравилось ни одно из произведений этого автора. Что называется, забыла, кто автор, а начинала читать и с удивлением замечала, что подобное я уже где-то видела. Пришлось запомнить имя автора, чтобы больше не читать его :)"|3
125|После прочтения хочется смыть книгу в унитаз...|3
126|Бредятина...так же как и первая книга... однако столько народу в метро зачитываются Минаевым!|3
127|отвратно. так не надо писать исторические романы.|3
128|не стоит потраченного времени... неприятное чтиво|3
129|"Прочитала под воздействием восторженных отзывов зникомых. Книга разочаровала. Ничего нового я в ней не нашла - похоже на множество таких же произведений и книг по эзотерике.Есть более серьезные и глубокие книги на эту тему, после которых ""Алхимк"" вопринимается как наивные рассуждения ребенка."|3
130|Совсем не интересно и не понятно зачем было опубликовывать этот дневник? На мой взгляд просто потраченное впустую время|3
131|Прошлые книги были намного интереснее, эта же разочаровала. Жаль потраченных денег и времени.|3
132|Домучила книгу кое-как. Думаю Марининой пора писать трактаты по психологии, а не детективные романы. В последнее время читать ее произведения откровенно скучно и депрессивно.|3
133|Читала и удивлялась, как можно было написать такой бред. Претендует на юмористическое фэнтези или даже пародию на фэнтези, но не смешно совершенно. Не рекомендую тем, кто ценит свое время.|3
134|в книге много подтасовок, натяжек и передёргиваний. Как говорится, если факты не подходят к теории, тем хуже для фактов|3
135|мрачно. непонятно. и слишком затянуто.|3
136|слишком много цинизма...по делу и без дела!:(|3
137|Фильм намного лучше, хоть и малобюджетный.|3
138|на мой взгляд одна из худших книг автора, еле дочитала до конца|3
139|Взяла эту книгу в библиотеке. Толстая - больше 500 страниц - лабуда. Но для дачи убить время подойдет. Если бы я была бизнес-леди, я бы не зачитывалась этой книгой. Чтобы читать это, нужна уйма ненужного, бесполезного времени. :)|3
140|книга не произвела впечаления|3
141|книга о переживаниях человека с возрастным андрогенным дефицитом. когда деньги и тщеславие - это на первом месте - не зря примазался сейчас к режиму. зря я на него деньги истратил. даже за копейки букинист не берет|3
142|Банальщина. Обложка подкачала - ещё бы розовый куст и т. д.|3
143|Польстившись на отзывы, купила сразу несколько книг Перфиловой. И ни одна не понравилась. Захотелось вручить себе самой медаль за отвагу после того как прочитала несколько.|3
144|Имхо, уж лучше прочесть Дашу Донцову... там хоть амбиций нет... после этого опуса даже не стала скачивать код да винчи.|3
145|Думала будет намного (намного) лучше.Ошиблась. Собчак и Робски круче написали!|3
146|Тупее названья не придумать. Как корабль назовёшь, так он, блин(прим. авт.), и поплывёт.|3
147|Название обманчиво интригующее, нудный сюжет, нудные герои... он сказал, она сказала, слишком много скучных диалогов, что в конце не знаю - не дочитала!|3
148|"Книга не понравилась. Ожидала совсем другого. После прочтения осталось какое-то неприятное странное ощущение. Дле детской сказки слишком ""сальный"" юмор. А для взрослой фэнтези - слишком глупая и очень уж сказочная..."|3
149|"А.Аксельрод История Америки. Третье издание. Уважаемый господин Аксельрод! Вашей книги предпослан оригинальный эпиграф: ""Больше вы никогда не почувствуете себя идиотом"" К сожаленеию это не так. Я купил Вашу книгу, просмотрел несколько разделов и понял что я идиот потому, что купил вашу книгу. Это не история Америки, а отдельные заметки по истории Америки. Истории ведь в этой книге нет. Но я обязательно куплю четвертое издание. Надеюсь оно будет лучше С уважениемм Григорий Эпштейн"|3
150|Сначало книга была даже интересной , а потом пошло сплошное восхваление т.н. либеральной демократии, абсолютно бездумное и безапелляционное. Автор производит впечатление человека узких взглядов. Брррррррррррррр!|3
151|"Как и большинство оставивших здесь свои впечатления - разочаровалась..... даже никаких мыслей нет для того, что бы написать то, о чем думалось во время прочтения ""Ведьмы с Портебелло"". Очень разочарована не только в книге, но и в авторе самом....возникло впечатление, что либо автор просто уже исписался.... либо писал в жуткой депрессии, возникающие мысли о женщине, о смысле жизни, и о магии..... но нормлаьному человеку (если кому понравилось, не обижайтесь ради бога) понять эту чушь просто невозможно....."|3
152|А мне данный опус об арктических тараканах показался бредом.|3
153|Ох, очень нудно, прочла только из упорства, так как купила.|3
154|после прочтения 1/3 части совсем запуталась и не стала дочитывать, хотя автор мною любима.|3
155|"Книга не понравилась. Конечно, местами было интересно, но в целом не понравилось. Во-первых, не совсем понятно какое отношение события 1-го века н.э. имеют к происходящему в 20 веке. Да и описание тех далеких событий несколько скучное... Во-вторых, ""очень сложные семейные отношения"" главной героини и правда настолько сложны, что в какой-то момент вообще перестаешь понимать - кто кому и кем приходится. В-третьих, слабая концовка. В общем, как я уже заметила, книга слабая, а жаль, после романа ""Восемь"" я ожидала от Кэтрин Нэвилл большего. Хотя ""Магический круг"" был написан раньше. Единственное, что понравилось - это наличие довольно необычных для художественного произведения иллюстраций (всяких загадок, шифров, карт). Но в романе это не главное."|3
156|Далеко не лучшее произведение Стивена Кинга. Страшно, не спорю. Но в конце меня не покидало желание пристукнуть чем-нибудь героя. Вывод, сделанный из книги: даже опыт - не всегда опыт. Почему-то некоторые люди действительно любят все время наступать на одни и те же грабли... В общем, за своеволие и самонадеянность надо платить. Тем более, что речь идет о смерти.|3
157|"Старикашка выдохся. Как жаль, это был один из моих любимых авторов. И на переводчика не спишешь неудачу - плохих переводов Вебера я ещё не встречал. Согласен с Монстера: ""Кровавая купель"" Саймона Кларка лучше несоразмерно. А ""Мобильник"" вошел в неудачные попытки постапокалиптического жанра."|3
158|"Наверное, Кинг - возрастной писатель. Очень нравился в детстве, но потом, с прочтением большого количества нормальной литературы, автоматически перешел в разряд чтива. Язык простенький, вещи похожие. Он сам говорил в интервью, что бесплатно не напишет ни строчки. Шлепает одну за другой свои книжонки и деньги заколачивает. ""Писатель""..."|3
159|Совершенно в пустую потраченное время. Удивило то, что барышня не без таланта, но ерунда редкая.|3
160|"Такое чувство, что высосано из пальца, хотя с литературной точки читается легко, но вызывает даже не улыбку, а усмешку над инфантильностью автора. Соглашусь с Михаилом, что ;Автор позиционирует себя как высоко моральную личность, а остальные по сравнению с ним просто грязное быдло. Однако, следует учитывать факты... Эта ""высокоморальная"" личность разрушает семью, позволяя себе встречаться с замужней женщиной, сидит два года за кражу сумки на вокзале, кидает людей на деньги и оскорбляет в своей книжонке людей. И становится понятна ненависть ментов и омоновцев к ""чуркам"" (так себя автор и называет)."|3
161|"Хотите читать умные книги на эту тематику - читайте ""Сиддхартху"" Гессе. Все-таки книги Коэльо - это продукт полупереваренный уже, разжеванный автором до неприличия."|3
162|нудно и предсказуему. в середине книги уже было понятно чем кончится|3
163|не понравилось. кроме того я слушала аудио-книгу и обратила внимание на очень смешную вещь: до взлома системы осталось 3 минуты, а диалоги, которые читают актеры, минут на 15. в общем последние главы дослушивала в муках.|3
164|Начиталась восторженных откликов на этом сайте, прочла до середины, трижды засыпала на работе, читая это... Вывод: абсолютно бессодержательная нудятина, на мой взгляд :)|3
165|"По книге можно делать статью ""Ксенофобия в советском историческом романе""))) да и по истории 3 с минусом, так что, судите сами"|3
166|Купился на аннотацию. Нет, ну нельзя же так! Магические уровни магов, детально расписанные эффекты заклинаний - компьютерная игра, ей богу! Ну и сюжет соотвествует середнячковой игре - ни то ни се. Додумывать нечего, впечатлений никаких. Хотя наверно и для этой книги найдутся читатели.|3
167|"Не интересно,не несет никакой смысловой нагрузки.""Дьявол носит Прада"" было бы достаточно....."|3
168|может быть я человек чёрствый или ещё именно у меня какие-то проблемы, но изложение хроники событий меня оставило равнодушным - читать очень скучно|3
169|"я нашла книгу довольно плоской, сказывается полное не знание автором материала.......такое ощущение, что книга написана по чужим расскзам, а не по собственным ощущениям........ что касается стиля - типичный дамский романчик.... есть юмор, есть ""большие проблемы"" и хэппи энд для всех..... на мой взгляд, примитивно"|3
170|Нудная аллегория о черте, домогающемся бумажной души автора (на кой черт она ему нужна?). См. Томлинсон Киплинга.|3
171|Очень средне, дочитать так и не смогла. Читать тем, кому некуда деть свободное время|3
172|"Самолюбование затмило все жизненные трагедии. Нет доброты и искренности ""Аплодисментов"". На титульных фотографиях вылитая Сергей Зверев."|3
173|Самая интересная в этой книге сюжетная линия - трагедия любви главного героя. Остальное, может быть и было актуально в самом начале 90-х, но сейчас все это читать совсем скучно.|3
174|Обожаю Ведьмака, купила Башню - и застряла на середине - не идет, несколько раз садилась читать, одна-две главы и закрываю. Так и стоит недочитанная. Не денег жалко, я просто не понимаю, как один человек может писать так хорошо и так плохо ((|3
175|Честно - не понравилось.Половину осилила, вторую половину никак!Скучно!Наверное, выросла.|3
176|Не понравился язык автора, до конца так и не дочитала.|3
177|Бытовка, достаточно нудная вещь, на мой взгляд.|3
178|Вообще, просто ВООБЩЕ ни о чём. Дикое разочарование. Рассказы хоть и грубы, но несут в себе искру разума и зерно истины. Стихов же прочла штук 5-6, дальше даже смотреть не стала.|3
179|Банально и патетично|3
180|"до смешного плохой опус. пособие ""как не надо писать фэнтези"""|3
181|Какая-то несовременная сказка. Не интригующая, какая-то тупо предсказуемая. Слышала об этой книге много и представляла её как визная карточка автора, его больше читать не буду. Книга не в моем вкусе, так же как и Толкиенские темы. Но исход мне понравился.|3
182|Сериал прекрасный, за счёт харизматичности актрис, но книжку читать невозможно. Такая муть.|3
183|Я НЕ толкиенист, но читать такую нудную МУТЬ просто невозможно!!!|3
184|Читать было очень нудно... Сюжет, задумка очень интересные, но их представление... Дочитывала только из-за того, что нужно было дочитать... И честно признаюсь - мучалась...|3
185|Продолжение даже хуже оригинала...|3
186|Не дочитала. Дошла до середины было нудно и не интересно.|3
187|бросала 2 раза и до конца так и не дочитала:( ИМХО, затянуто и скучно, язык автора не увлекает|3
188|Считать писателя культовым только потому что он взял на себя труд (труд ли?) писать о современной социальной реалии - это одно. А хорошая книжка - другое. Дважды (с перерывом) прочитал ДПП НН, ознакомился с возможными творческими мотивами автора (смена издательства), ничего долго не понимал. А потом понял - дрянное произведение. Эта книга - как мат на заборе. Обязательна к ознакомлению для прохожих.|3
189|Бред какой-то.|3
190|полный наив, не понравилось|3
191|хватило меня на пару страничек, а потом уши в трубочку свернулись|3
192|Книга не интересная...скучно читать...в конце еще более менее, но на протяжении всей книги одна сплошная скукота...|3
193|Вначале вроде захватывает, а потом нудно становится.|3
194|С трудом прочитала половину, и поняла, что нет смысла тратить время на этот литературный беспорядок|3
195|"При чтении этой книги меня преследовало впечатлние, как будто я пожираю пустоту, а не читаю что-то осмысленное... Как можно так скучно писать??... Более того, с моей точки зрения автор вообще не понимает женских характеров... Ну это еще не самое страшное. Самое страшное жуткая скука. Это произведение не заставляет сочувствовать... нет! оно, наоборот, периодически просто раздражает!! Привожу пример описания отношений главных героев (ну просто не может не раздражать): ""Ох! да! да! зайчонок! еще!!! о да!"" или вот этот отрывок: ""Слушай, сказал он себе. Ты это лучше оставь. Это очень вредно для тебя и для твоей работы. Тут он сам себе возразил: ты у меня смотри. Ты делаешь важное дело, и нужно, чтоб ты все время все понимал. Я должен следить за тем, чтобы в голове у тебя все было ясно. Потому что, если у тебя не все ясно в голове, ты не имеешь права делать то, что ты делаешь, так как то, что ты делаешь, есть преступление, и никому не дано права отнимать у другого жизнь, если только это не делается ради того, чтобы помешать еще худшему злу. А потому постарайся, чтоб все это было ясно у тебя в голове, и не обманывай себя."" Короче, возможные читатели этой книги, если вы задумали прочитать эту книгу, то мой совет: Не читайте ЭТО!"|3
196|Действительно, книгу надо читать в 14-16 лет, чтобы ощутить трэш, шок, впасть в ступор, зачитываться, а потом забыть как страшный сон. После 20 лет уже поздно и неинтересно. Хочется чтобы книга быстрее закончилась. Неинтересно.|3
197|Скучное и грустное повествование от лица пожилой женщины. Динамика развития сюжета равна единице и в процессе чтения стремится к нулю. Дочитать даже до половины не удалось. Уснул.|3
198|Прочитала книгу год назад, но уже абсолютно не помню. о чём она. Потому что в душе ничего не оставила. Бесполезный роман!|3
199|Оценка такова, только потому что я вообще не смог дочитать книгу-скучно!!!|3
200|По мотивам Громыко написано множество пародий и подражений. Я читала многие еще хуже этого. Кто в восторге от такого клишированного сюжета - милости просим...|3
201|Не знаю, не понравилось мне, еле-еле дочитала. И не простила авторам, что они позволили казнить графа Пейрака, такого гения и прекрасного человека!|3
202|Наивно, детско, слабо... Одним словом - плохо.|3
203|ГГ очередной супер мега крутой перец. Скучно.|3
204|Книга - ужас. То, что это хит можно объяснить только одним - есть масса книг еще хуже. В чем смысл всех поисков героев и ради чего весь сырбор - так и не понятно, да автора это и не волнует, ну а первое убийство могло родиться только в мозгу человека, который вообще не заморачивался такими вещами как достоверность. То есть вместо того, чтобы тупо написать записку, надо было бог знает что вытворять в Лувре, и это при смертельной ране. Старик Леонардо - прости, ты был нужен для продаж|3
205|Он смешит - а мне не смешно, он пугает - а мне не страшно. Главное над чем работал автор - над накачкой яда, а то вдруг бы что оказалось необгаженным. Яду накачал - обгадил плотным слоем. Господа - читатйте Бегбедера, не читайте дешевых подражателей. Впрочем, как для уровня графомана-недоучки - написано очень и очень, бывает значительно хуже. Господин Минаев, продавайте вино - не лезьте в литературу.|3
206|Мрачно... Какие-то обмены масс, поглощение энергии, пространство... Если книга для детей - ничего не поймут в физических дебрях; если для взрослых - скучно. Заклинаниям герои как-то быстро научились, хотя там черт ногу сломит, пока их сотворишь. В общем, ерунда.|3
207|не люблю ахматову. слишком много эмоций, слишком мало мыслей.|3
208|А мне не понравилось. Какие-то нелогичные, мягко говоря, поступки и рассуждения у ГГ, сумбурное повествование и вообще, такое ощущение, что у автор был в не сильно вменяемом состоянии, когда писал это произведение. Удивительно, что такую книгу издали.|3
209|"мне не понравилось, наверное, просто ""не моё"". Ничего особо гениального в описании сцен насилия и бреда умалишенного не вижу. Главный герой с явными отклонениями в психике, а его ""приключения"" больше походят на записки маньяка-убийцы, выбирающего очередную жертву по одному ему известному признаку...(правда в отличие от стражей правопорядка признак этот читателю известен чуть ли не с первой страницы) Уважения заслуживает качественная проработка автором деталей, мелочей из которых складывается эпоха. Очень тонко прорисован портрет ГГ (кажется видна грань: с одной стороны ""нормальный"" в нашем понимании слова человек, с другой - жестокое чудовище...) Вобщем ощущения у меня двойственные, но скорее все таки в минус чем в плюс..."|3
210|"Мне не понравилось, было аж обидно. Вот ""макбет"" - вещь, а это недоразумение. Это моё личное мнение, и о вкусах не спорят."|3
211|Глупость несусветная эта книга - ни о чем, сюжет высосан из пальца, и без какого-либо мастерства написан...|3
212|"На редкость дешевое и низкопробное чтиво. С трудом осили 2/3 этого ""шедевра"""|3
213|Было интересно как же он выкрутится с шифровальной программой, которую невозможно вскрыть (любопытство экс-программиста и просто человека с высшим техническим образованием). Выкрутился! Молодец!|3
214|Юмор Донцовой весьма сомнителен, а рецепты эти знала еще моя бабушка в молодости. Хотя если вы вообще не умеете готовить или делаете это плохо, то этот набор элементарных блюд для вас.|3
215|не знаю чем многие так восхищяются!|3
216|Мне не понравилось, читала через силу, но потом решила - зачем себя мучить.И до середины не дошла.|3
217|"По-моему, просто жуткое произведение. Какие-то ""совершеннейшие мамонты"", ледниковый период...Вообщем оптимизма в меня эта книга не вселила. Как, в прочем, и каких-то мыслей тоже..."|3
218|Плохо. Автор просто использует любимых всеми героев и пытается изложить основы Дао примитивным языком, забывая, что книга про Винни Пуха рассчитана не столько для детей, сколько для взрослых.|3
219|Не вижу смысла в этой книге. Он был бы в одном случае - если бы было ОЧЕНЬ СМЕШНО. Иначе зачем писать пародию?|3
220|Весьма посредственно. Если честно бросил на первой трети. Характеры не выписаны, их действия не понятны. Все время идет апелляция к каким-то событиям, читателю не известным... что на мой взгляд по отношению к читателю хамство. Вдвойне противно потому, что творчество самого Гумилева нравится.|3
221|"Не люблю такие пространные описание как ""безмерно ужасный"" и т. д. Совершенно ничего хоть немного пугающего. Раньше испугаешся за автора который это написал."|3
222|читаю отзывы и поражаюсь, насколько мы все разные. Я эту книгу вообще читать не смогла - полное отторжение.|3
223|Книга вредная и страшная тем, что культ золотого тельца и торгашеская культура засасывает многих, а Оксана этому помогает.|3
224|дурацкая книжка, идиотские герои|3
225|Какая хорошая гебуха и какие хорошие диссиденты. Но так, чтобы никто ничего не понял.|3
226|Показалась нудной книгой, в которой трудно понять смысл. Возможно не внимательно читал.|3
227|Абсолютно неинтересные книги, сюжет не увлекает, и все становится ясно еще до средины.|3
228|"Ерунда. ""Маятник Фуко"" Умберто Эко круче в несколько раз. А здесь - сплошная тягомотина. Любовной линии нет, так, намеки детсадовские. Глубины никакой нет. Ширпотреб в чистом виде. Что понравилось - так это устройства да Винчи: криптекс и все такое прочее. Но это ведь Браун не сам выдумал. Пытался посмотреть фильм (тот самый, с Томом Хэнксом) - на 20-й минуте спекся. Скукота."|3
229|Согласен с Големом - Эко круче, Браун скучен. Псевдоистория должна писаться профессионально и интересно.|3
230|Мда... Очередная выходка Собчак, проявившей себя, точнее выставившей себя в дурном свете везде где только можно. Читать только в одном случае - что бы еще раз убедиться в неизменности умственного уровня автора.|3
231|"книга опускает читателя на самое дно ""наших возможностей и стремлений"". секс-наркотики. читается в течение часа. положительных эмоций не оставляет."|3
232|Куча цитат из различных работ по альтернативной истории, категорически не понравилось. Сюжет тоже стандартный. Автор мог бы и постараться, хоть что-то свое добавить. Проще взять книги, откуда он списывал и прочитать. Толку намного больше|3
233|На мой взгляд бредово. Радует только описание исторических памятников. Автор не развивается абсолютно|3
234|Проблема серьезная, но книга напоминает копание в г-не. Как и остальные произведения написана хорошо, но и золотой ложкой можно копатся в г. Прочитал только половину, неприятно.|3
235|Замечательная книга!-страниц на 20. Нудная бредятина до 2/3. Чем закончилось?-к счастью, не знаю. Рекомендую знакомиться с творчеством автора с чего-либо другого, а это оставить на потом.. Вдруг понравится?|3
236|Скучно... Даже не дочитала. Замечаю постоянно, что у Васильева шикарный язык, но проблемы с сюжетом.|3
237|Тоска и тошнота, грязь и отвращение. Впрочем, бывает и хуже. Эта хоть в плане языка не так отвратна.|3
238|Совершенно не понравилась книга. Заносчивая и совершенно безполезная.|3
239|Поначалу сюжет захватывает, но чем дальше, тем больше необъяснимого т.е. вещей в которые нельзя поверить, несмотря на то, что читаешь фантастику - отстой|3
240|Коэльо - это всего лишь раскрученный бренд. Не литература а попса.|3
241|Если сравнивать с другими книгами Лукьяненко, то эта - откровенно плоха.|3
242|Мне было ТАК страшно когда сестра читала эту книгу в детстве... Остался какой-то гадкий привкус от неё на всю жизнь. Хотя толком не помню почему. :)|3
243|Сборник рассказов, в каждом из которых есть что-нибудь необыкновенное, волшебное, мистическое. И читаются это рассказы достаточно бойко.. Но вот смысл,зачем они были написаны..- ни уму, ни сердцу ни пользы, ни удовольствия от них нет.|3
244|Книга никакая. Зачем только время потратила? Лишний раз убедилась в том, что не стоит читать модные книги. Автор безуспешно подделывается под литературу с глубоким смыслом, только вот никакого смысла в этой книге я не углядела. Даже секс описан топорно, безчувственно.|3
245|"Добросовестно дочитала до конца (хотя очень хотелось бросить), но так и не поняла, что хотел сказать мне автор и почему ему так нравится его главный герой. Вспомнились строчки из популярной когда-то песни - ""Если к другому уходит невеста, то, неизвестно, кому повезло"""|3
246|не уж то только мне эта книга решительно не понравилась? а главгерой особенно. Безликое существо.|3
247|Так и не смогла дочитать, как ни пыталась - и вдумчиво пробовала, и по диагонали - бесполезно! Скука смертная.|3
248|Читается легко и быстро. Но дочитав до конца поняла, что большего бреда никогда еще не читала. Некоторые данный роман сравнивают с Парфюмером... ужас!!!!!!! ... и рядом не стоит...!!!!!!!!!! и сравнению не подлежит!!!!!!!!|3
249|Очень-очень слабая книга для автора такого уровня.|3
250|по сравнению с первой книгой, исчезает даже подобие экшна... глобальная цель, поставленная героями не достнигнута. локальных целей нет. сплошное словоблудие и местами подмена понятий|3
251|Не моё! Начинала читать нескольок раз и с трудом дочитала до конца! Не люблюкниги на религиозную тематику!|3
252|Мыслеописание инфантильного дяденьки, полное отсутствие идеи. зачем книга не понятно. в инете полно подобных дневников, но их не позиционируют как литературу, не издают как книги. и не знает автор про такие доски по которым стучит. Ибо деревянные колышки забиваются гораздо громче пластмассовых|3
253|Не интересно. Или просто моя нелюбовь к женским романам играет здесь свою роль. Еле дочитала.|3
254|полностью согласен, с таким отзывом, книга дрянь, читал когда осталось не читаным только это фуфло.|3
255|Насколько мне нравится юмор и язык Кинселлы, но такого дебилизма я давно не читала.|3
256|"бессмысленный поток слов, словечек и словишек... потуги на заданную тему ""что, как, с кем и сколько я пил""..."|3
257|Книга действительно - очень на любителя, т.е совсем не для всех. Лично мне не понравилась, бред, но признаю, что поклоникам арт-хауса (любителям не массового кино и прочего) может прийтись по вкусу.|3
258|говно|3
259|Текст рассказа выглядит вполне достойно, сам рассказ неплохо читается, однако замысел авторов так и остался непонятным: восемь страниц пыточных дел мастер днем пытает обвиненного в крамоле, а вечером лечит его же, мило беседуя при этом.. На девятой он сам оказывается на эшафоте..|3
